# 2theta y_obs y_calc y_diff
2.680000000000000160e+00 3.883100000000000000e+04 3.901629657632624730e+04 -1.852965763262473047e+02
2.684000000000000163e+00 3.871000000000000000e+04 3.900205370806777501e+04 -2.920537080677750055e+02
2.688000000000000167e+00 3.830300000000000000e+04 3.898779177538220392e+04 -6.847917753822039231e+02
2.692000000000000171e+00 3.873850000000000000e+04 3.897351095024217648e+04 -2.350109502421764773e+02
2.696000000000000174e+00 3.911100000000000000e+04 3.895921140403788741e+04 1.517885959621125949e+02
2.700000000000000178e+00 3.803100000000000000e+04 3.894489330757837888e+04 -9.138933075783788809e+02
2.704000000000000181e+00 3.794500000000000000e+04 3.893055683109271922e+04 -9.855568310927192215e+02
2.708000000000000185e+00 3.805900000000000000e+04 3.891620214423142897e+04 -8.572021442314289743e+02
2.712000000000000188e+00 3.861100000000000000e+04 3.890182941606766690e+04 -2.908294160676668980e+02
2.716000000000000192e+00 3.816200000000000000e+04 3.888743881509856874e+04 -7.254388150985687389e+02
2.720000000000000195e+00 3.930700000000000000e+04 3.887303050924651325e+04 4.339694907534867525e+02
2.724000000000000199e+00 3.829200000000000000e+04 3.885860466586042457e+04 -5.666046658604245749e+02
2.728000000000000203e+00 3.875200000000000000e+04 3.884416145171692187e+04 -9.216145171692187432e+01
2.732000000000000206e+00 3.848600000000000000e+04 3.882970103302179632e+04 -3.437010330217963201e+02
2.736000000000000210e+00 3.859800000000000000e+04 3.881522357541117526e+04 -2.172235754111752613e+02
2.740000000000000213e+00 3.790100000000000000e+04 3.880072924395274458e+04 -8.997292439527445822e+02
2.744000000000000217e+00 3.883400000000000000e+04 3.878621820314714569e+04 4.778179685285431333e+01
2.748000000000000220e+00 3.859200000000000000e+04 3.877169061692912510e+04 -1.796906169291250990e+02
2.751999999999999780e+00 3.844050000000000000e+04 3.875714664866885869e+04 -3.166466486688586883e+02
2.755999999999999783e+00 3.889500000000000000e+04 3.874258646117318858e+04 1.524135388268114184e+02
2.759999999999999787e+00 3.776200000000000000e+04 3.872801021668696194e+04 -9.660102166869619396e+02
2.763999999999999790e+00 3.832100000000000000e+04 3.871341807689412235e+04 -3.924180768941223505e+02
2.767999999999999794e+00 3.819300000000000000e+04 3.869881020291916502e+04 -5.058102029191650217e+02
2.771999999999999797e+00 3.869400000000000000e+04 3.868418675532819907e+04 9.813244671800930519e+00
2.775999999999999801e+00 3.842800000000000000e+04 3.866954789413040271e+04 -2.415478941304027103e+02
2.779999999999999805e+00 3.773500000000000000e+04 3.865489377877905645e+04 -9.198937787790564471e+02
2.783999999999999808e+00 3.846600000000000000e+04 3.864022456817299826e+04 -1.742245681729982607e+02
